EquipmentType;EquipmentTypeID;EquipmentID;CMMSCode;EquipmentModelType;SerialNo;PlantID;Plant;ProductionLineID;ProductionLine;Position;CategoryCode;RoleCategory;Model;Manufacturer;Condition;Process;OperationalStatus;Comments;BusinessCentre;AcquisitionDate;AcquisitionCost;Concerned;Certificat;2006;2014;CECompliant;ComplyType:;FinancialStatusDesc;CapexNo;FinancialCTSOffice;FARCode;GBV;DepreciationStartDate;DepreciationRate;DepreciationYears;InventoryValue;LeasingLessorNameDesc;LeasingContractRefDesc;LeasingAnnualFee;LeasingSaleDate;LeasingContractNo;OriginalEqptCost;CustomerDetailedName;Groupe;SellingDate;SellingAmount;FinancialInfo;
Line Machines;1;22459;FEEDSH_22459;;9;5;Food France - Nantes;11407;573LA03;10,000;0017;Feeder (sheet-);1582;Carnaud;Fully Functional;Coating;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25045;OVENSH_25045;;200.713;5;Food France - Nantes;11407;573LA03;40,000;0002;Oven (flat sheet-);"36m-1""";LTG;Fully Functional;Coating;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25772;STACKST_25772;;1475;5;Food France - Nantes;0;;0,000;0197;Stacker (strip-);;Dexter;Fully Functional;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25774;STACKST_25774;;1481;5;Food France - Nantes;0;;0,000;0197;Stacker (strip-);;Dexter;Fully Functional;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25773;STACKST_25773;;1484;5;Food France - Nantes;0;;0,000;0197;Stacker (strip-);;Dexter;Fully Functional;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26672;PACKER_26672;;15;5;Food France - Nantes;0;;0,000;0007;Packer;1645;Carnaud;Scrap/Spares Only;N/A;Surplus;2nd floor;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Quality equipment;4;48037;_48037;;15-0780-15090407;5;Food France - Nantes;0;;0,000;0477;Pop and tear gauge;PAT-1000;Kuhnke;As New;N/A;Standalone;Pop & Tear 99EO;False;01/10/2015;;False;;;;True;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;24709;PRESS_24709;;1509;5;Food France - Nantes;0;;0,000;0036;Press;314;Metalbox;Fully Functional;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22382;FEEDSH_22382;;1584;5;Food France - Nantes;0;;0,000;0017;Feeder (sheet-);F;Crabtree;Fully Functional;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25838;STACKSH_25838;;9 1991;5;Food France - Nantes;11407;573LA03;50,000;0094;Stacker (sheet-);3004c;Carnaud;Fully Functional;Coating;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;30400;COATSH_30400;;XXX;5;Food France - Nantes;11407;573LA03;30,000;0018;Coater (sheet-);466;Mailander;Fully Functional;Coating;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26649;PRESS_26649;;1718;5;Food France - Nantes;0;;0,000;0036;Press;314;Metalbox;Fully Functional;N/A;Surplus;2nd floor;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48132;GAUGE _48132;;573LA03_Quality;5;Food France - Nantes;11407;573LA03;70,000;0144;Gauge - end control;Quality line Control;Crown;Fully Functional;Coating;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22460;FEEDSH_22460;;6;5;Food France - Nantes;11408;573LA04;1,000;0017;Feeder (sheet-);1582;Carnaud;Fully Functional;Coating;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22651;COATSH_22651;;4 31465;5;Food France - Nantes;11408;573LA04;2,000;0018;Coater (sheet-);466;Mailander;Fully Functional;Coating;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;2837;PRESS_2837;;182;5;Food France - Nantes;0;;0,000;0036;Press;194;Unknown;Fully Functional;N/A;Surplus;;False;01/10/2003;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25044;OVENSH_25044;;200.647;5;Food France - Nantes;11408;573LA04;3,000;0002;Oven (flat sheet-);"36m-1""";LTG;Fully Functional;Coating;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;24896;PRESS_24896;;1908;5;Food France - Nantes;0;;0,000;0036;Press;314;Metalbox;Fully Functional;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21588;LINER_21588;;1935;5;Food France - Nantes;0;;0,000;0001;Liner;55;Metalbox;Fully Functional;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;46572;LINER_46572;;1945;5;Food France - Nantes;0;;0,000;0001;Liner;55;Metalbox;Fully Functional;N/A;Surplus;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25670;SCRSHE_25670;;1957;5;Food France - Nantes;0;;0,000;0104;Scroll shear;34;C.G.;Scrap/Spares Only;N/A;Surplus;2nd floor;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26670;PACKER_26670;;20;5;Food France - Nantes;0;;0,000;0007;Packer;1645;Carnaud;Scrap/Spares Only;N/A;Surplus;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25837;STACKSH_25837;;4 1990;5;Food France - Nantes;11408;573LA04;4,000;0094;Stacker (sheet-);3004c;Carnaud;Fully Functional;Coating;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48133;GAUGE _48133;;573LA04_Quality;5;Food France - Nantes;11408;573LA04;24,000;0144;Gauge - end control;Quality line Control;Crown;Fully Functional;Coating;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26677;OXIDIS_26677;;"""MARION""";5;Food France - Nantes;2150;573LASL01;10,000;0049;Oxidiser;;KBA;Fully Functional;Coating;Operational;Incinérateur commun pour 573 LA 01 et 573 LA 02;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;49307;BUNTUR_49307;;218221;5;Food France - Nantes;2152;573LASL02;10,000;0138;Bundle turner;Retourneur Hors Ligne;LTG;Fully Functional;Coating;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;49308;WICKET_49308;;rampe lavage peignes;5;Food France - Nantes;2152;573LASL02;40,000;0083;Wicket washer;rampe lavage peignes 1;Crown;Fully Functional;Coating;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;49309;WICKET_49309;;rampe lavage peignes;5;Food France - Nantes;2152;573LASL02;20,000;0083;Wicket washer;rampe lavage peignes 2;Crown;Fully Functional;Coating;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;49310;WICKET_49310;;rampe lavage peignes;5;Food France - Nantes;2152;573LASL02;30,000;0083;Wicket washer;rampe lavage peignes 3;Crown;Fully Functional;Coating;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21584;LINER_21584;;203.S;5;Food France - Nantes;0;;0,000;0001;Liner;55;Metalbox;Fully Functional;N/A;Standalone;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;49311;ROLGRIN_49311;;TOUR NḞ1;5;Food France - Nantes;2152;573LASL02;50,000;0369;RUBBER ROLLER GRINDER;ERNAULT Batignolles;Other (please specify);Fully Functional;Coating;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;49312;ROLGRIN_49312;;Tour NḞ2;5;Food France - Nantes;2152;573LASL02;60,000;0369;RUBBER ROLLER GRINDER;ERNAULT SOMUA 550;Other (please specify);Fully Functional;Coating;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26648;FEEDST_26648;;65557/004;5;Food France - Nantes;11409;573PD05;40,000;0205;Feeder (strip-);01-SA-12;Thomassen-Drijver;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26650;PRESS_26650;;1448;5;Food France - Nantes;11409;573PD05;50,000;0164;Press (double die-);314;Metalbox;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26654;CURLER_26654;;XXX;5;Food France - Nantes;11409;573PD05;60,000;0108;Curler;5CA;Metalbox;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48098;CONVEND_48098;;573PD05_conveyor;5;Food France - Nantes;11409;573PD05;80,000;0157;Conveyor (end-);Conveying;ATIAP;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22031;PACKER_22031;;21;5;Food France - Nantes;0;;0,000;0007;Packer;1645;Carnaud;Fully Functional;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48162;GAUGE _48162;;573PD05_quality;5;Food France - Nantes;11409;573PD05;90,000;0144;Gauge - end control;Quality line control;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26647;FEEDST_26647;;65557/007;5;Food France - Nantes;11410;573PD06;10,000;0205;Feeder (strip-);;Thomassen-Drijver;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26651;PRESS_26651;;1442;5;Food France - Nantes;11410;573PD06;20,000;0164;Press (double die-);314;Metalbox;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26655;CURLER_26655;;0531/S;5;Food France - Nantes;11410;573PD06;30,000;0108;Curler;5CA;Metalbox;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;28809;VISEND_28809;;21315 a/b;5;Food France - Nantes;0;;0,000;0008;Vision Inspection unit (end-);VIS-3 for Ends;Ibea;Minor Repair;N/A;Surplus;;False;02/10/2006;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26659;LINER_26659;;431;5;Food France - Nantes;11410;573PD06;40,000;0001;Liner;686;IMC;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48099;CONVEND_48099;;573PD06_conveyor;5;Food France - Nantes;11410;573PD06;60,000;0157;Conveyor (end-);Conveying;ATIAP;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;40885;VISEND_40885;;21505 a/b;5;Food France - Nantes;0;;0,000;0008;Vision Inspection unit (end-);Vis-C Ends;Ibea;As New;N/A;Surplus;;False;21/10/2009;43425;False;;;;True;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48163;GAUGE _48163;;573PD06_quality;5;Food France - Nantes;11410;573PD06;70,000;0144;Gauge - end control;Quality line control;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21643;LINER_21643;;460;5;Food France - Nantes;11411;573PD07;40,000;0001;Liner;686;IMC;Fully Functional;End Assembly;Operational;Solvent base compound (centralisation);False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;24704;PRESS_24704;;1769;5;Food France - Nantes;11411;573PD07;20,000;0036;Press;314;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25953;CURLER_25953;;0584/S;5;Food France - Nantes;11411;573PD07;30,000;0108;Curler;5CA;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;29622;FEEDST_29622;;M10151;5;Food France - Nantes;11411;573PD07;10,000;0205;Feeder (strip-);;Thomassen-Drijver;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48100;CONVEND_48100;;573PD07_conveyor;5;Food France - Nantes;11411;573PD07;60,000;0157;Conveyor (end-);Conveying;ATIAP;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48164;GAUGE _48164;;573PD07_quality;5;Food France - Nantes;11411;573PD07;70,000;0144;Gauge - end control;Quality line control;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21649;LINER_21649;;425;5;Food France - Nantes;11412;573PD08;70,000;0001;Liner;686;IMC;Fully Functional;End Assembly;Operational;Solvent base compound (centralisation);False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;24719;PRESS_24719;;1767;5;Food France - Nantes;11412;573PD08;50,000;0036;Press;314;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25967;CURLER_25967;;;5;Food France - Nantes;11412;573PD08;60,000;0108;Curler;5CA;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;29623;FEEDST_29623;;65557/002;5;Food France - Nantes;11412;573PD08;40,000;0205;Feeder (strip-);;Thomassen-Drijver;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48101;CONVEND_48101;;573PD08_conveyor;5;Food France - Nantes;11412;573PD08;90,000;0157;Conveyor (end-);Conveying;ATIAP;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48165;GAUGE _48165;;573PD08_quality;5;Food France - Nantes;11412;573PD08;100,000;0144;Gauge - end control;Quality line control;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21646;LINER_21646;;455;5;Food France - Nantes;11413;573PD09;60,000;0001;Liner;686;IMC;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;24720;PRESS_24720;;1765;5;Food France - Nantes;11413;573PD09;40,000;0036;Press;314;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25968;CURLER_25968;;XXX;5;Food France - Nantes;11413;573PD09;50,000;0108;Curler;5CA;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;29624;FEEDST_29624;;65557/010;5;Food France - Nantes;11413;573PD09;30,000;0205;Feeder (strip-);;Thomassen-Drijver;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48102;CONVEND_48102;;573PD09_conveyor;5;Food France - Nantes;11413;573PD09;80,000;0157;Conveyor (end-);Conveying;ATIAP;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48166;GAUGE _48166;;573PD09_quality;5;Food France - Nantes;11413;573PD09;90,000;0144;Gauge - end control;Quality line control;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21642;LINER_21642;;405;5;Food France - Nantes;12351;573PD10;40,000;0001;Liner;686;IMC;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;24705;PRESS_24705;;1406;5;Food France - Nantes;12351;573PD10;20,000;0036;Press;314;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;49406;PALLET_49406;;2328;5;Food France - Nantes;0;;0,000;0027;Palletiser;CRW2328;Silvi;As New;N/A;Surplus;;False;01/11/2016;;False;;;;True;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25954;CURLER_25954;;0513/S;5;Food France - Nantes;12351;573PD10;30,000;0108;Curler;5CA;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;51623;PALLET_51623;;2354;5;Food France - Nantes;0;;0,000;0027;Palletiser;CRW2354;Silvi;As New;N/A;Surplus;;False;03/04/2017;;False;;;;True;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;29625;FEEDST_29625;;66839;5;Food France - Nantes;12351;573PD10;10,000;0205;Feeder (strip-);;Thomassen-Drijver;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48103;CONVEND_48103;;573PD10_conveyor;5;Food France - Nantes;12351;573PD10;60,000;0157;Conveyor (end-);Conveying;ATIAP;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22030;PACKER_22030;;25;5;Food France - Nantes;0;;0,000;0007;Packer;1645;Carnaud;Scrap/Spares Only;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;46453;WRAPEND_46453;;2501;5;Food France - Nantes;0;;0,000;0034;Wrapper (end-);WR 2612;Eurotecnotool;Fully Functional;N/A;Surplus;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22025;PACKER_22025;;27;5;Food France - Nantes;0;;0,000;0007;Packer;1645;Carnaud;Fully Functional;N/A;Surplus;1st floor ex 3PC;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22384;FEEDSH_22384;;2701;5;Food France - Nantes;0;;0,000;0017;Feeder (sheet-);TF;Crabtree;Fully Functional;N/A;Surplus;ex SC36;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22033;PACKER_22033;;28;5;Food France - Nantes;0;;0,000;0007;Packer;1645;Carnaud;Fully Functional;N/A;Surplus;1st floor ex 3PC;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48167;GAUGE _48167;;573PD10_quality;5;Food France - Nantes;12351;573PD10;70,000;0144;Gauge - end control;Quality line control;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21655;LINER_21655;;554;5;Food France - Nantes;11414;573PD11;60,000;0001;Liner;686;IMC;Fully Functional;End Assembly;Operational;Solvent base compound (centralisation);False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22029;PACKER_22029;;31;5;Food France - Nantes;11414;573PD11;80,000;0007;Packer;1645;Carnaud;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;24721;PRESS_24721;;1712;5;Food France - Nantes;11414;573PD11;40,000;0036;Press;314;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25969;CURLER_25969;;0556;5;Food France - Nantes;11414;573PD11;50,000;0108;Curler;5CA;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22022;PACKER_22022;;3;5;Food France - Nantes;0;;0,000;0007;Packer;1645;Carnaud;Scrap/Spares Only;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26665;VISEND_26665;;10006931;5;Food France - Nantes;11414;573PD11;70,000;0008;Vision Inspection unit (end-);CVS2000;Sacmi;Fully Functional;End Assembly;Operational;;False;Unknown;;True;;;;False;TFX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26666;SCRSHE_26666;;0074;5;Food France - Nantes;11414;573PD11;20,000;0104;Scroll shear;9BSS;Metalbox;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;29606;FEEDSH_29606;;***;5;Food France - Nantes;11414;573PD11;10,000;0017;Feeder (sheet-);2844;Carnaud;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21603;LINER_21603;;304;5;Food France - Nantes;0;;0,000;0001;Liner;586;IMC;Fully Functional;N/A;Surplus;Solvent base compound (centralisation);False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;32425;FEEDST_32425;;***;5;Food France - Nantes;11414;573PD11;30,000;0205;Feeder (strip-);01-SA-12;Thomassen-Drijver;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48104;CONVEND_48104;;573PD11_conveyor;5;Food France - Nantes;11414;573PD11;110,000;0157;Conveyor (end-);Conveying;ATIAP;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;23058;LINER_23058;;314;5;Food France - Nantes;0;;0,000;0001;Liner;586;IMC;Fully Functional;N/A;Surplus;1st floor Double-Die - ESL;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48138;ELEVPAL_48138;;573PD11_elevator;5;Food France - Nantes;11414;573PD11;90,000;0181;Elevator (pallet-);Pallet Elevator ATLAS;Other (please specify);Fully Functional;End Assembly;Operational;manufacturer ATLAS;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21636;LINER_21636;;320;5;Food France - Nantes;0;;0,000;0001;Liner;686;IMC;Fully Functional;N/A;Surplus;1st floor ex 3PC;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21900;PACKER_21900;;33;5;Food France - Nantes;0;;0,000;0007;Packer;1645;Carnaud;Scrap/Spares Only;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48168;GAUGE _48168;;573PD11_quality;5;Food France - Nantes;11414;573PD11;120,000;0144;Gauge - end control;Quality line control;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;24706;PRESS_24706;;1706;5;Food France - Nantes;11415;573PD12;50,000;0036;Press;314;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25955;CURLER_25955;;0563;5;Food France - Nantes;11415;573PD12;60,000;0108;Curler;5CA;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22028;PACKER_22028;;35;5;Food France - Nantes;0;;0,000;0007;Packer;1645;Carnaud;Scrap/Spares Only;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22032;PACKER_22032;;35;5;Food France - Nantes;0;;0,000;0007;Packer;1645;Carnaud;Scrap/Spares Only;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
